400
4000
0 1 10 750
1 1 17 637
2 1 19 629
3 1 49 943
4 1 78 706
5 1 144 281
6 1 153 475
7 1 158 163
8 1 210 111
9 1 214 876
10 1 218 327
11 1 232 35
12 1 249 942
13 1 254 805
14 1 271 666
15 1 370 38
16 1 381 617
17 1 397 343
18 2 14 55
19 2 16 326
20 2 59 288
21 2 92 24
22 2 114 499
23 2 116 169
24 2 122 847
25 2 140 29
26 2 150 463
27 2 205 139
28 2 222 444
29 2 243 63
30 2 245 480
31 2 280 205
32 2 281 55
33 2 292 465
34 2 305 627
35 2 316 672
36 2 331 138
37 2 350 530
38 2 351 486
39 2 358 893
40 2 359 3
41 2 360 793
42 3 24 695
43 3 30 43
44 3 35 260
45 3 64 369
46 3 92 744
47 3 112 882
48 3 122 589
49 3 151 201
50 3 170 417
51 3 176 792
52 3 207 784
53 3 212 682
54 3 222 959
55 3 225 879
56 3 286 234
57 3 296 941
58 3 318 546
59 3 361 229
60 3 368 55
61 3 376 31
62 3 390 114
63 3 399 360
64 4 19 807
65 4 28 213
66 4 30 84
67 4 35 995
68 4 37 766
69 4 92 85
70 4 98 604
71 4 112 658
72 4 115 519
73 4 153 735
74 4 165 842
75 4 231 123
76 4 241 144
77 4 247 797
78 4 266 944
79 4 273 881
80 4 312 69
81 4 317 930
82 4 380 708
83 4 390 780
84 5 35 267
85 5 37 725
86 5 39 43
87 5 53 426
88 5 57 400
89 5 78 841
90 5 95 664
91 5 97 411
92 5 109 36
93 5 113 433
94 5 125 692
95 5 153 786
96 5 166 948
97 5 183 622
98 5 184 372
99 5 190 636
100 5 200 979
101 5 244 470
102 5 284 614
103 5 295 59
104 5 320 566
105 5 331 358
106 5 334 958
107 5 353 539
108 5 358 619
109 5 380 800
110 6 15 517
111 6 56 247
112 6 72 461
113 6 74 156
114 6 103 310
115 6 124 739
116 6 142 362
117 6 146 65
118 6 155 546
119 6 162 715
120 6 168 861
121 6 169 554
122 6 189 212
123 6 258 190
124 6 284 786
125 6 293 332
126 6 324 821
127 6 349 180
128 6 376 291
129 7 11 707
130 7 37 16
131 7 42 848
132 7 65 575
133 7 74 993
134 7 77 651
135 7 118 358
136 7 136 219
137 7 144 82
