200
799
0 1 2 852
1 1 4 788
2 1 6 880
3 1 10 108
4 1 56 140
5 1 58 913
6 1 76 582
7 1 79 212
8 1 111 130
9 2 3 763
10 2 4 501
11 2 5 797
12 2 21 474
13 2 48 681
14 2 73 162
15 2 76 386
16 2 86 333
17 2 87 838
18 2 126 538
19 2 133 218
20 3 8 781
21 3 9 718
22 3 11 656
23 3 42 340
24 3 77 486
25 3 104 90
26 3 158 32
27 4 15 585
28 4 32 504
29 4 37 270
30 5 10 288
31 5 17 356
32 5 138 59
33 5 159 168
34 6 7 465
35 6 27 199
36 6 49 81
37 6 71 47
38 6 162 412
39 6 164 212
40 7 12 811
41 7 19 913
42 7 23 9
43 7 27 285
44 7 29 595
45 7 38 172
46 7 71 671
47 7 98 928
48 7 156 11
49 7 159 209
50 7 181 147
51 8 16 793
52 8 24 927
53 8 30 803
54 8 31 133
55 8 122 414
56 9 12 894
57 9 13 166
58 9 17 0
59 9 26 398
60 9 27 436
61 9 33 288
62 9 57 754
63 9 104 496
64 9 190 457
65 10 15 220
66 10 155 695
67 10 172 539
68 11 29 267
69 11 46 108
70 11 56 751
71 11 88 79
72 11 93 21
73 11 97 761
74 11 143 364
75 11 155 617
76 11 189 933
77 12 14 36
78 12 22 546
79 12 23 945
80 12 43 246
81 12 119 694
82 12 130 738
83 13 68 174
84 14 20 497
85 14 31 872
86 14 65 589
87 14 197 392
88 15 55 38
89 15 56 589
90 15 85 790
91 15 86 475
92 15 142 878
93 16 22 545
94 16 47 971
95 16 65 335
96 16 155 765
97 17 18 667
98 17 25 874
99 17 36 33
100 17 124 775
101 17 126 626
102 17 140 112
103 17 152 797
104 17 161 387
105 17 185 477
106 18 26 415
107 18 41 321
108 18 67 514
109 18 77 961
110 18 89 266
111 18 99 760
112 18 109 655
113 19 32 5
114 19 104 935
115 19 152 153
116 19 191 878
117 19 195 524
118 20 47 545
119 20 51 917
120 20 53 113
121 20 54 336
122 20 75 392
123 20 94 992
124 20 95 882
125 20 153 364
126 21 28 327
127 21 121 648
128 21 138 31
129 21 179 202
130 22 34 681
131 22 41 807
132 22 61 828
133 22 136 794
134 23 44 604
135 23 62 216
136 23 63 272
137 23 102 20
138 23 104 537
139 23 143 786
140 23 165 981
141 23 172 803
142 23 189 547
143 23 193 637
144 24 36 809
145 24 110 482
146 24 118 791
147 24 123 687
148 24 136 6
149 24 147 337
150 24 161 604
151 25 29 120
152 25 32 673
153 25 83 997
154 25 84 112
155 25 92 555
156 25 98 361
157 25 105 440
158 25 160 203
159 25 161 393
160 25 163 642
161 25 178 885
162 25 189 200
163 26 35 471
164 26 50 680
165 26 51 805
166 26 152 687
167 26 174 952
168 27 56 825
169 27 76 224
170 27 84 739
171 27 108 807
172 27 115 28
173 27 159 286
174 27 168 445
175 27 185 837
176 28 33 768
177 28 82 237
178 28 160 525
179 28 180 775
180 29 196 574
181 30 42 130
182 30 53 895
183 30 194 248
184 31 36 127
185 31 60 8
186 31 80 804
187 31 145 489
188 31 194 448
189 32 52 8
190 32 124 882
191 32 134 91
192 33 80 893
193 33 81 83
194 33 96 562
195 33 105 574
196 33 179 889
197 33 190 250
198 34 40 526
199 34 64 715
200 35 37 475
201 35 39 266
202 35 55 523
203 35 72 504
204 35 77 552
205 35 113 968
206 35 126 342
207 35 154 321
208 35 179 206
209 35 182 867
210 36 96 97
211 36 108 780
212 36 190 997
213 37 44 992
214 37 62 28
215 37 68 124
216 37 84 0
217 37 123 832
218 37 152 614
219 38 53 449
220 38 174 841
221 39 145 496
222 39 150 540
223 40 41 734
224 40 45 580
225 40 66 103
226 40 71 308
227 41 72 469
228 41 94 353
229 41 105 835
230 41 128 184
231 42 68 829
232 42 100 102
233 42 116 707
234 42 140 333
235 42 154 655
236 42 160 676
237 42 194 675
238 42 196 977
239 43 48 882
240 43 69 542
241 43 75 74
242 43 145 663
243 44 87 540
244 44 114 67
245 44 118 692
246 44 148 665
247 44 156 68
248 44 165 525
249 45 57 279
250 45 107 517
251 46 50 366
252 46 59 776
253 46 112 57
254 46 121 100
255 46 128 356
256 46 132 161
257 46 144 409
258 47 80 825
259 47 176 514
