70
190
0 1 2 438
1 1 3 590
2 1 4 82
3 1 5 726
4 1 6 5
5 1 9 833
6 1 12 693
7 1 25 413
8 1 57 125
9 2 10 924
10 2 13 45
11 2 33 157
12 2 45 723
13 2 52 698
14 2 58 34
15 2 60 744
16 2 69 528
17 3 4 718
18 3 5 659
19 3 7 848
20 3 12 197
21 3 31 186
22 3 42 540
23 3 56 242
24 4 7 658
25 4 32 420
26 4 35 286
27 4 42 228
28 5 23 245
29 5 46 493
30 5 49 143
31 5 67 684
32 7 8 84
33 7 30 225
34 7 64 410
35 8 34 90
36 8 51 59
37 8 62 103
38 9 11 504
39 9 13 185
40 9 17 28
41 9 33 550
42 9 36 342
43 10 28 751
44 10 31 248
45 10 32 377
46 10 35 495
47 10 39 777
48 10 48 95
49 11 14 154
50 11 19 625
51 11 21 293
52 11 22 341
53 11 23 165
54 11 26 535
55 11 41 999
56 11 47 586
57 11 55 821
58 12 15 228
59 12 20 831
60 12 26 315
61 13 16 371
62 13 18 515
63 13 40 400
64 13 50 597
65 13 59 925
66 14 31 490
67 14 46 657
68 15 16 29
69 15 48 995
70 15 57 842
71 15 65 57
72 15 66 545
73 15 69 185
74 16 36 808
75 16 50 794
76 16 56 562
77 17 27 304
78 18 23 571
79 18 24 658
80 18 30 458
81 18 61 196
82 19 32 951
83 20 29 800
84 20 41 362
85 20 70 487
86 21 40 800
87 21 53 948
88 21 61 308
89 22 26 29
90 22 51 779
91 22 52 624
92 22 69 400
93 23 46 295
94 23 49 24
95 23 55 998
96 24 32 221
97 24 52 515
98 24 53 655
99 25 44 250
100 25 63 510
101 25 64 498
102 26 38 307
103 26 51 56
104 27 28 683
105 27 35 116
106 27 42 850
107 27 48 246
108 28 43 420
109 28 67 421
110 29 41 904
111 31 37 879
112 31 53 617
113 32 55 855
114 33 58 680
115 34 36 979
116 34 38 342
117 34 54 480
118 35 45 928
119 35 68 651
120 36 51 509
121 37 60 707
122 38 44 275
123 38 47 910
124 38 48 3
125 38 68 300
126 40 41 909
127 40 46 224
128 40 63 816
129 40 64 564
130 41 45 474
131 41 48 326
132 43 68 63
133 44 52 782
134 44 57 382
135 44 59 747
136 44 64 899
137 45 50 233
138 46 50 993
139 46 59 320
140 46 65 654
141 46 67 897
142 47 52 200
143 47 59 272
144 47 69 753
145 48 55 880
146 48 67 252
147 48 68 96
148 48 69 361
149 50 56 180
150 50 61 748
151 50 67 871
152 50 68 888
153 51 52 24
154 51 64 781
155 52 62 891
156 52 69 324
157 53 54 690
158 53 56 115
159 54 59 140
160 54 67 255
161 54 69 590
162 55 57 467
163 55 58 319
164 55 64 373
165 57 63 850
166 57 64 66
167 57 66 272
168 58 65 83
169 58 66 59
170 58 67 592
171 59 62 737
172 59 64 957
173 60 61 793
174 60 62 9
175 61 62 710
176 62 66 674
177 63 66 262
178 64 65 807
179 64 68 35
180 66 67 442
181 66 68 555
182 66 69 906
183 66 70 330
184 67 68 579
185 67 69 688
186 67 70 221
187 68 69 904
188 68 70 379
189 69 70 336
