2000
38000
0 1 79 834
1 1 107 270
2 1 121 501
3 1 138 112
4 1 184 299
5 1 237 574
6 1 310 983
7 1 320 354
8 1 345 403
9 1 360 107
10 1 383 739
11 1 425 193
12 1 451 182
13 1 632 557
14 1 656 879
15 1 712 17
16 1 859 898
17 1 975 17
18 1 984 662
19 1 1107 566
20 1 1128 774
21 1 1174 574
22 1 1190 815
23 1 1280 429
24 1 1370 87
25 1 1383 638
26 1 1411 254
27 1 1425 920
28 1 1436 419
29 1 1578 589
30 1 1604 247
31 1 1631 236
32 1 1664 35
33 1 1713 793
34 1 1745 463
35 1 1754 357
36 1 1778 921
37 1 1877 862
38 1 1943 759
39 2 56 589
40 2 163 475
41 2 199 738
42 2 209 636
43 2 376 665
44 2 389 610
45 2 443 850
46 2 472 118
47 2 519 520
48 2 612 35
49 2 626 579
50 2 658 889
51 2 770 690
52 2 778 46
53 2 787 708
54 2 861 685
55 2 888 180
56 2 966 254
57 2 978 300
58 2 984 855
59 2 1013 370
60 2 1103 573
61 2 1224 357
62 2 1255 173
63 2 1260 753
64 2 1341 589
65 2 1412 958
66 2 1428 532
67 2 1435 712
68 2 1505 233
69 2 1552 928
70 2 1584 217
71 2 1659 972
72 2 1663 287
73 2 1666 889
74 2 1925 265
75 2 1931 575
76 2 1976 426
77 3 9 706
78 3 101 56
79 3 220 546
80 3 252 635
81 3 319 521
82 3 411 852
83 3 498 465
84 3 534 504
85 3 535 733
86 3 599 221
87 3 645 713
88 3 1028 350
89 3 1064 108
90 3 1111 328
91 3 1123 913
92 3 1164 686
93 3 1245 385
94 3 1269 14
95 3 1297 590
96 3 1778 47
97 3 1783 546
98 3 1819 991
99 3 1870 698
100 3 1903 622
101 4 128 801
102 4 129 319
103 4 136 140
104 4 167 562
105 4 193 225
106 4 237 879
107 4 291 190
108 4 342 189
109 4 351 498
110 4 394 243
111 4 576 965
112 4 732 909
113 4 774 843
114 4 829 168
115 4 899 783
116 4 965 315
117 4 966 483
118 4 980 373
119 4 1004 721
120 4 1079 725
121 4 1218 277
122 4 1635 289
123 4 1693 40
124 4 1713 373
125 4 1777 522
126 4 1786 122
127 5 93 424
128 5 338 959
129 5 592 155
130 5 741 695
131 5 866 745
132 5 873 771
133 5 875 517
134 5 992 304
135 5 1002 528
136 5 1036 362
137 5 1114 1
138 5 1251 80
139 5 1330 315
140 5 1401 895
141 5 1413 129
142 5 1559 841
143 5 1588 802
144 5 1613 365
145 5 1619 171
146 5 1637 406
147 5 1646 55
148 5 1721 152
149 5 1750 94
150 5 1855 291
151 5 1871 801
152 5 1892 368
153 5 1938 575
154 5 1972 817
155 6 69 515
156 6 101 900
157 6 178 861
158 6 198 465
159 6 253 20
160 6 348 435
161 6 351 805
162 6 387 593
163 6 407 950
164 6 459 253
165 6 461 998
166 6 644 14
167 6 666 286
168 6 952 316
169 6 1073 534
170 6 1078 920
171 6 1197 626
172 6 1198 396
173 6 1298 555
174 6 1363 618
175 6 1393 387
176 6 1461 58
177 6 1467 504
178 6 1501 127
