300
3000
0 1 9 523
1 1 17 499
2 1 24 545
3 1 52 875
4 1 57 853
5 1 63 1
6 1 74 68
7 1 112 864
8 1 119 210
9 1 120 84
10 1 160 567
11 1 167 178
12 1 192 715
13 1 203 641
14 1 212 340
15 1 214 713
16 1 221 96
17 1 234 631
18 1 287 761
19 2 15 477
20 2 16 487
21 2 25 72
22 2 40 161
23 2 47 151
24 2 48 660
25 2 63 383
26 2 96 416
27 2 110 885
28 2 113 219
29 2 119 6
30 2 143 476
31 2 152 235
32 2 160 999
33 2 202 777
34 2 205 455
35 2 217 203
36 2 232 63
37 2 244 262
38 2 293 31
39 3 20 635
40 3 32 546
41 3 33 499
42 3 39 611
43 3 46 990
44 3 55 403
45 3 92 527
46 3 93 237
47 3 97 847
48 3 126 287
49 3 147 202
50 3 152 976
51 3 164 876
52 3 170 571
53 3 172 490
54 3 206 494
55 3 223 422
56 3 241 936
57 3 258 969
58 4 45 698
59 4 53 703
60 4 69 914
61 4 73 526
62 4 75 164
63 4 100 20
64 4 106 986
65 4 114 486
66 4 121 249
67 4 154 860
68 4 156 512
69 4 157 60
70 4 197 866
71 4 208 434
72 4 219 813
73 4 239 686
74 4 242 901
75 4 245 982
76 4 253 531
77 4 262 39
78 5 16 199
79 5 37 154
80 5 44 11
81 5 47 868
82 5 54 391
83 5 58 366
84 5 89 591
85 5 97 387
86 5 112 372
87 5 113 409
88 5 123 150
89 5 127 565
90 5 136 822
91 5 162 390
92 5 170 631
93 5 179 323
94 5 210 14
95 5 215 396
96 5 228 249
97 5 243 704
98 5 257 597
99 6 11 760
100 6 18 160
101 6 33 818
102 6 40 954
103 6 44 284
104 6 68 267
105 6 114 159
106 6 116 809
107 6 117 556
108 6 127 231
109 6 129 733
110 6 169 11
111 6 188 826
112 6 232 62
113 6 240 368
114 6 243 808
115 6 262 854
116 6 283 84
117 6 299 806
118 7 59 656
119 7 65 297
120 7 96 614
121 7 108 613
122 7 114 53
123 7 162 853
124 7 193 851
125 7 200 948
126 7 209 730
127 7 210 340
128 7 211 2
129 7 220 540
130 7 235 585
131 7 253 428
132 7 256 946
133 7 264 220
134 7 270 725
135 8 16 459
136 8 18 24
137 8 56 269
138 8 58 881
139 8 59 180
140 8 60 569
141 8 90 992
142 8 91 925
143 8 157 869
144 8 195 614
145 8 207 145
146 8 216 569
147 8 222 859
148 8 233 500
149 8 241 483
150 8 270 743
151 9 12 447
152 9 15 7
153 9 27 20
154 9 60 788
155 9 105 666
156 9 117 853
157 9 137 669
158 9 164 867
159 9 165 331
160 9 193 578
161 9 198 95
162 9 212 722
