50
126
0 1 2 275
1 1 3 796
2 1 4 638
3 1 5 987
4 1 10 218
5 1 46 500
6 2 45 524
7 3 4 537
8 3 5 311
9 3 6 621
10 3 17 812
11 4 8 549
12 4 10 622
13 4 11 334
14 4 14 191
15 4 22 363
16 4 40 707
17 5 18 380
18 5 19 60
19 5 25 851
20 5 29 468
21 6 7 36
22 6 9 711
23 6 39 704
24 7 12 924
25 7 20 410
26 7 22 436
27 7 32 638
28 8 12 769
29 8 13 875
30 8 17 194
31 8 18 44
32 9 23 672
33 10 16 832
34 10 19 32
35 10 26 891
36 10 38 333
37 11 12 556
38 11 13 428
39 11 15 644
40 11 16 178
41 11 25 241
42 11 43 194
43 12 13 800
44 12 18 576
45 12 24 385
46 12 27 164
47 12 34 283
48 12 42 765
49 12 45 224
50 13 28 134
51 13 33 233
52 13 35 261
53 13 36 845
54 13 37 938
55 14 30 186
56 14 37 256
57 15 36 374
58 15 49 824
59 16 21 26
60 16 22 250
61 16 23 19
62 16 31 70
63 16 43 922
64 16 48 852
65 17 24 103
66 18 21 813
67 18 31 185
68 19 29 660
69 20 42 242
70 21 43 830
71 22 26 838
72 22 29 484
73 22 31 24
74 22 38 639
75 24 33 60
76 25 35 410
77 25 37 803
78 25 42 344
79 25 45 175
80 25 46 28
81 26 41 479
82 27 28 409
83 27 37 289
84 30 35 325
85 31 44 347
86 33 40 475
87 33 45 582
88 34 48 722
89 34 49 300
90 35 38 608
91 35 39 972
92 35 41 320
93 35 42 679
94 35 46 894
95 35 48 172
96 36 38 782
97 36 46 708
98 37 38 358
99 37 42 443
100 37 44 950
101 37 45 188
102 38 41 282
103 38 48 435
104 40 43 213
105 40 47 922
106 40 49 496
107 41 43 623
108 41 46 725
109 41 49 840
110 42 46 799
111 42 49 754
112 43 47 319
113 43 50 208
114 44 45 43
115 45 46 645
116 45 47 556
117 45 49 519
118 45 50 227
119 46 48 279
120 47 48 820
121 47 49 835
122 47 50 251
123 48 49 140
124 48 50 514
125 49 50 145
