1000
19000
0 1 38 895
1 1 47 979
2 1 63 890
3 1 69 783
4 1 80 158
5 1 108 43
6 1 126 796
7 1 127 231
8 1 167 841
9 1 178 935
10 1 224 955
11 1 248 252
12 1 300 808
13 1 322 351
14 1 371 254
15 1 396 591
16 1 398 607
17 1 403 916
18 1 407 822
19 1 418 558
20 1 442 467
21 1 451 534
22 1 454 257
23 1 506 41
24 1 542 875
25 1 549 982
26 1 560 817
27 1 563 829
28 1 570 203
29 1 597 681
30 1 634 506
31 1 781 467
32 1 790 369
33 1 795 509
34 1 838 994
35 1 905 143
36 1 923 860
37 1 935 993
38 1 986 469
39 1 987 245
40 2 20 477
41 2 43 742
42 2 105 655
43 2 114 492
44 2 125 814
45 2 162 870
46 2 185 570
47 2 206 951
48 2 231 813
49 2 241 567
50 2 275 329
51 2 290 482
52 2 329 467
53 2 335 19
54 2 342 454
55 2 345 286
56 2 393 254
57 2 423 732
58 2 437 812
59 2 465 391
60 2 551 364
61 2 622 896
62 2 665 930
63 2 670 753
64 2 680 345
65 2 707 922
66 2 717 262
67 2 719 965
68 2 754 58
69 2 756 356
70 2 767 584
71 2 787 753
72 2 809 307
73 2 813 744
74 2 844 867
75 2 852 946
76 2 874 576
77 2 885 744
78 2 911 129
79 2 931 680
80 2 959 419
81 2 960 348
82 2 963 928
83 2 982 805
84 2 983 134
85 2 994 575
86 3 12 416
87 3 22 807
88 3 42 698
89 3 46 636
90 3 87 261
91 3 125 363
92 3 199 470
93 3 215 144
94 3 289 478
95 3 310 33
96 3 357 744
97 3 385 897
98 3 406 181
99 3 442 661
100 3 458 720
101 3 460 914
102 3 473 987
103 3 474 17
104 3 480 529
105 3 494 989
106 3 544 774
107 3 600 983
108 3 620 135
109 3 655 987
110 3 663 859
111 3 729 490
112 3 730 977
113 3 732 865
114 3 733 867
115 3 765 212
116 3 768 307
117 3 771 575
118 3 775 903
119 3 787 38
120 3 866 276
121 3 896 689
122 3 962 311
123 3 994 793
124 4 13 201
125 4 20 312
126 4 42 510
127 4 44 399
128 4 56 679
129 4 76 664
130 4 80 775
131 4 196 407
132 4 247 880
133 4 258 930
134 4 267 915
135 4 273 633
136 4 305 569
137 4 306 958
138 4 308 939
139 4 314 829
140 4 338 258
141 4 366 619
142 4 380 8
143 4 394 184
144 4 406 374
145 4 432 215
146 4 436 810
147 4 459 740
148 4 555 358
149 4 563 921
150 4 586 779
151 4 591 629
152 4 592 90
153 4 609 190
154 4 637 466
155 4 663 45
156 4 683 903
157 4 711 362
158 4 717 632
159 4 725 486
160 4 752 388
161 4 812 162
162 4 814 300
163 4 930 294
164 4 938 794
165 4 947 881
166 4 957 457
167 4 964 713
168 5 21 691
169 5 41 60
170 5 61 956
171 5 77 237
172 5 89 943
173 5 187 319
174 5 199 990
175 5 247 592
176 5 327 263
177 5 351 292
178 5 362 544
179 5 366 252
180 5 368 769
181 5 373 732
182 5 391 897
183 5 439 22
184 5 471 305
185 5 482 431
186 5 488 17
187 5 498 831
188 5 533 727
189 5 572 608
190 5 622 34
191 5 626 677
192 5 646 71
193 5 683 323
194 5 685 876
195 5 746 395
196 5 767 521
197 5 803 307
198 5 805 368
199 5 825 605
200 5 843 552
201 5 854 454
202 5 912 899
203 5 916 204
204 5 927 164
205 5 954 780
206 5 975 452
207 5 1000 760
208 6 19 71
209 6 32 160
210 6 34 451
211 6 67 961
212 6 126 141
213 6 127 396
214 6 151 429
215 6 161 720
216 6 180 726
217 6 182 317
218 6 195 718
219 6 197 616
220 6 221 902
221 6 243 727
222 6 262 251
223 6 296 7
224 6 299 159
225 6 316 804
226 6 328 10
227 6 338 516
228 6 341 438
229 6 357 435
230 6 363 66
231 6 377 592
232 6 457 833
233 6 482 601
234 6 510 706
235 6 593 325
236 6 699 807
237 6 724 690
238 6 748 333
239 6 751 404
240 6 763 951
241 6 768 968
242 6 810 408
243 6 816 921
244 6 825 799
245 6 839 201
246 6 844 703
247 6 867 354
248 6 908 564
249 6 923 344
250 6 948 3
251 6 951 932
252 6 984 209
253 7 16 79
254 7 61 339
255 7 93 874
256 7 104 191
257 7 115 960
258 7 133 238
259 7 160 329
260 7 170 816
261 7 184 454
262 7 193 577
263 7 224 91
264 7 227 3
265 7 249 925
266 7 287 653
267 7 344 158
268 7 376 964
269 7 383 810
270 7 388 559
271 7 407 126
272 7 437 514
273 7 438 835
274 7 517 709
275 7 518 726
276 7 544 221
277 7 566 596
278 7 575 784
279 7 580 963
280 7 584 948
281 7 610 976
282 7 632 258
283 7 684 507
284 7 701 682
285 7 713 78
286 7 717 768
287 7 739 144
288 7 740 708
289 7 786 724
290 7 849 50
291 7 850 392
292 7 864 861
293 7 866 288
294 7 899 360
295 7 907 745
296 7 913 314
297 7 922 113
298 7 986 374
299 7 990 83
300 8 15 210
301 8 31 509
302 8 52 306
303 8 54 327
304 8 63 776
305 8 80 93
306 8 140 868
307 8 201 712
308 8 301 9
309 8 322 262
310 8 329 303
311 8 353 80
312 8 380 933
313 8 426 388
314 8 439 466
315 8 467 558
316 8 471 10
317 8 506 537
318 8 507 560
319 8 529 649
320 8 543 64
321 8 545 988
322 8 574 321
323 8 607 204
324 8 620 422
325 8 636 318
326 8 671 466
327 8 684 441
328 8 702 202
329 8 721 999
330 8 766 760
331 8 783 452
332 8 791 327
333 8 796 216
334 8 818 658
335 8 826 652
336 8 911 731
337 8 934 66
338 9 24 120
339 9 32 127
340 9 64 175
341 9 77 208
342 9 105 395
343 9 134 572
344 9 158 167
345 9 175 348
346 9 199 381
347 9 258 40
348 9 265 479
349 9 287 816
350 9 291 522
351 9 308 877
352 9 353 930
353 9 363 101
354 9 378 304
355 9 428 516
356 9 438 121
357 9 450 685
358 9 455 393
359 9 468 547
360 9 504 43
361 9 510 441
362 9 531 682
363 9 557 889
364 9 560 215
365 9 678 401
366 9 687 615
367 9 688 186
368 9 737 30
369 9 744 549
370 9 767 123
371 9 777 651
372 9 782 27
373 9 783 444
374 9 827 158
375 9 838 462
376 9 884 928
377 9 896 586
378 9 898 270
379 9 906 927
380 9 931 918
381 9 956 91
382 9 984 60
383 10 23 982
384 10 28 83
385 10 49 209
386 10 147 772
387 10 193 693
388 10 203 554
389 10 234 328
390 10 249 99
391 10 271 787
392 10 286 994
393 10 295 942
394 10 298 271
395 10 325 465
396 10 340 843
397 10 388 877
398 10 420 40
399 10 448 264
400 10 457 139
401 10 484 642
402 10 495 519
403 10 506 247
404 10 522 446
405 10 534 144
406 10 553 857
407 10 563 913
408 10 584 998
409 10 597 979
410 10 608 838
411 10 625 503
412 10 627 741
413 10 666 902
414 10 689 523
415 10 739 358
416 10 742 811
417 10 769 829
418 10 797 622
419 10 809 247
420 10 834 992
421 10 852 324
422 10 856 557
423 10 881 364
